OBJECTID *	Shape *	GPS_Date	GPS_Time	Feat_Name	GNSS_Heigh	Northing	Easting	Point_ID
700	Point ZM	23/02/2017	10:47:06am	PosnPnt	578.299	5234602.145	1498970.154	700
701	Point ZM	23/02/2017	10:47:07am	PosnPnt	578.339	5234603.198	1498970.799	701
702	Point ZM	23/02/2017	10:47:08am	PosnPnt	578.399	5234604.35	1498971.327	702
703	Point ZM	23/02/2017	10:47:09am	PosnPnt	578.379	5234605.234	1498971.763	703
704	Point ZM	23/02/2017	10:47:10am	PosnPnt	578.429	5234606.063	1498972.231	704
705	Point ZM	23/02/2017	10:47:11am	PosnPnt	578.319	5234606.888	1498972.447	705
706	Point ZM	23/02/2017	10:47:12am	PosnPnt	578.349	5234607.594	1498972.852	706
707	Point ZM	23/02/2017	10:47:13am	PosnPnt	578.439	5234608.338	1498973.623	707
708	Point ZM	23/02/2017	10:47:14am	PosnPnt	578.629	5234609.182	1498974.369	708
709	Point ZM	23/02/2017	10:47:15am	PosnPnt	578.699	5234610.068	1498974.902	709
710	Point ZM	23/02/2017	10:47:16am	PosnPnt	578.789	5234610.85	1498975.191	710
711	Point ZM	23/02/2017	10:47:17am	PosnPnt	578.699	5234611.227	1498975.153	711
712	Point ZM	23/02/2017	10:47:18am	PosnPnt	578.389	5234611.356	1498974.891	712
713	Point ZM	23/02/2017	10:47:19am	PosnPnt	578.309	5234611.535	1498974.969	713
714	Point ZM	23/02/2017	10:47:20am	PosnPnt	578.299	5234611.667	1498974.919	714
715	Point ZM	23/02/2017	10:47:21am	PosnPnt	578.209	5234611.843	1498974.737	715
716	Point ZM	23/02/2017	10:47:22am	PosnPnt	578.129	5234611.888	1498974.052	716
717	Point ZM	23/02/2017	10:47:23am	PosnPnt	578.019	5234611.537	1498972.851	717
718	Point ZM	23/02/2017	10:47:24am	PosnPnt	577.879	5234611.129	1498971.553	718
719	Point ZM	23/02/2017	10:47:25am	PosnPnt	577.849	5234610.922	1498970.35	719
720	Point ZM	23/02/2017	10:47:26am	PosnPnt	577.699	5234610.828	1498969.195	720
721	Point ZM	23/02/2017	10:47:27am	PosnPnt	577.599	5234610.676	1498967.95	721
722	Point ZM	23/02/2017	10:47:28am	PosnPnt	577.359	5234610.186	1498966.344	722
723	Point ZM	23/02/2017	10:47:29am	PosnPnt	576.919	5234609.617	1498964.698	723
724	Point ZM	23/02/2017	10:47:30am	PosnPnt	576.739	5234609.131	1498963.353	724
725	Point ZM	23/02/2017	10:47:31am	PosnPnt	576.599	5234608.802	1498962.16	725
726	Point ZM	23/02/2017	10:47:32am	PosnPnt	576.409	5234608.72	1498961.143	726
727	Point ZM	23/02/2017	10:47:33am	PosnPnt	576.309	5234608.57	1498960.012	727
728	Point ZM	23/02/2017	10:47:34am	PosnPnt	576.109	5234608.13	1498958.797	728
729	Point ZM	23/02/2017	10:47:35am	PosnPnt	576.139	5234607.401	1498957.569	729
730	Point ZM	23/02/2017	10:47:36am	PosnPnt	575.879	5234606.804	1498956.209	730
731	Point ZM	23/02/2017	10:47:37am	PosnPnt	575.579	5234606.353	1498954.993	731
732	Point ZM	23/02/2017	10:47:38am	PosnPnt	575.389	5234605.771	1498953.951	732
733	Point ZM	23/02/2017	10:47:39am	PosnPnt	575.359	5234604.989	1498952.895	733
734	Point ZM	23/02/2017	10:47:40am	PosnPnt	575.379	5234604.251	1498951.855	734
735	Point ZM	23/02/2017	10:47:41am	PosnPnt	575.229	5234603.925	1498950.849	735
736	Point ZM	23/02/2017	10:47:42am	PosnPnt	575.139	5234603.762	1498949.548	736
737	Point ZM	23/02/2017	10:47:43am	PosnPnt	575.179	5234603.475	1498948.191	737
738	Point ZM	23/02/2017	10:47:44am	PosnPnt	575.039	5234603.236	1498947.062	738
739	Point ZM	23/02/2017	10:47:45am	PosnPnt	574.919	5234603.059	1498946.323	739
740	Point ZM	23/02/2017	10:47:46am	PosnPnt	574.889	5234602.964	1498945.893	740
741	Point ZM	23/02/2017	10:47:47am	PosnPnt	574.909	5234602.601	1498945.393	741
742	Point ZM	23/02/2017	10:47:48am	PosnPnt	574.789	5234602.152	1498944.357	742
743	Point ZM	23/02/2017	10:47:49am	PosnPnt	574.739	5234602.107	1498943.543	743
744	Point ZM	23/02/2017	10:47:50am	PosnPnt	574.709	5234602.227	1498943.435	744
745	Point ZM	23/02/2017	10:47:51am	PosnPnt	574.649	5234602.272	1498943.434	745
746	Point ZM	23/02/2017	10:47:52am	PosnPnt	574.749	5234602.328	1498943.474	746
747	Point ZM	23/02/2017	10:47:53am	PosnPnt	574.819	5234602.373	1498943.498	747
748	Point ZM	23/02/2017	10:47:54am	PosnPnt	574.419	5234602.196	1498943.558	748
749	Point ZM	23/02/2017	10:47:55am	PosnPnt	574.429	5234602.32	1498943.694	749
750	Point ZM	23/02/2017	10:47:56am	PosnPnt	574.379	5234602.499	1498943.773	750
751	Point ZM	23/02/2017	10:47:57am	PosnPnt	574.379	5234602.578	1498943.862	751
752	Point ZM	23/02/2017	10:47:58am	PosnPnt	574.389	5234602.634	1498943.91	752
753	Point ZM	23/02/2017	10:47:59am	PosnPnt	574.419	5234602.566	1498943.821	753
754	Point ZM	23/02/2017	10:48:00am	PosnPnt	574.469	5234602.588	1498943.813	754
755	Point ZM	23/02/2017	10:48:01am	PosnPnt	574.459	5234603.253	1498943.656	755
756	Point ZM	23/02/2017	10:48:02am	PosnPnt	574.608	5234604.167	1498943.162	756
757	Point ZM	23/02/2017	10:48:03am	PosnPnt	574.578	5234604.637	1498942.617	757
758	Point ZM	23/02/2017	10:48:04am	PosnPnt	574.908	5234604.888	1498942.328	758
759	Point ZM	23/02/2017	10:48:05am	PosnPnt	574.948	5234604.977	1498942.36	759
760	Point ZM	23/02/2017	10:48:06am	PosnPnt	574.598	5234605.292	1498942.632	760
761	Point ZM	23/02/2017	10:48:07am	PosnPnt	574.028	5234606.039	1498942.034	761
762	Point ZM	23/02/2017	10:48:08am	PosnPnt	573.808	5234606.332	1498940.816	762
763	Point ZM	23/02/2017	10:48:09am	PosnPnt	573.718	5234606.004	1498939.664	763
764	Point ZM	23/02/2017	10:48:10am	PosnPnt	573.728	5234605.708	1498938.413	764
765	Point ZM	23/02/2017	10:48:11am	PosnPnt	573.818	5234605.002	1498937.283	765
766	Point ZM	23/02/2017	10:48:12am	PosnPnt	573.598	5234604.384	1498936.053	766
767	Point ZM	23/02/2017	10:48:13am	PosnPnt	573.238	5234603.941	1498934.585	767
768	Point ZM	23/02/2017	10:48:14am	PosnPnt	573.078	5234603.711	1498933.35	768
769	Point ZM	23/02/2017	10:48:15am	PosnPnt	572.958	5234603.434	1498931.896	769
770	Point ZM	23/02/2017	10:48:16am	PosnPnt	572.678	5234602.87	1498930.568	770
771	Point ZM	23/02/2017	10:48:17am	PosnPnt	572.348	5234602.242	1498929.379	771
772	Point ZM	23/02/2017	10:48:18am	PosnPnt	572.388	5234601.599	1498927.946	772
773	Point ZM	23/02/2017	10:48:19am	PosnPnt	572.108	5234600.995	1498926.187	773
774	Point ZM	23/02/2017	10:48:20am	PosnPnt	572.168	5234600.487	1498924.891	774
775	Point ZM	23/02/2017	10:48:21am	PosnPnt	572.328	5234599.978	1498923.538	775
776	Point ZM	23/02/2017	10:48:22am	PosnPnt	572.318	5234599.935	1498922.072	776
777	Point ZM	23/02/2017	10:48:23am	PosnPnt	572.288	5234599.76	1498920.787	777
778	Point ZM	23/02/2017	10:48:24am	PosnPnt	572.278	5234599.734	1498919.769	778
779	Point ZM	23/02/2017	10:48:25am	PosnPnt	572.268	5234600.079	1498919.087	779
780	Point ZM	23/02/2017	10:48:26am	PosnPnt	572.198	5234600.673	1498918.696	780
781	Point ZM	23/02/2017	10:48:27am	PosnPnt	572.108	5234601.522	1498918.251	781
782	Point ZM	23/02/2017	10:48:28am	PosnPnt	572.028	5234602.336	1498917.685	782
783	Point ZM	23/02/2017	10:48:29am	PosnPnt	571.998	5234602.998	1498917.382	783
784	Point ZM	23/02/2017	10:48:30am	PosnPnt	572.188	5234603.462	1498917.245	784
785	Point ZM	23/02/2017	10:48:31am	PosnPnt	572.338	5234603.66	1498917.136	785
786	Point ZM	23/02/2017	10:48:32am	PosnPnt	572.468	5234603.793	1498917.077	786
787	Point ZM	23/02/2017	10:48:33am	PosnPnt	572.648	5234604.164	1498917.406	787
788	Point ZM	23/02/2017	10:48:34am	PosnPnt	572.818	5234604.852	1498918.129	788
789	Point ZM	23/02/2017	10:48:35am	PosnPnt	573.088	5234605.631	1498918.948	789
790	Point ZM	23/02/2017	10:48:36am	PosnPnt	573.198	5234606.434	1498919.939	790
791	Point ZM	23/02/2017	10:48:37am	PosnPnt	573.208	5234607.217	1498921.043	791
792	Point ZM	23/02/2017	10:48:38am	PosnPnt	573.458	5234607.932	1498922.1	792
793	Point ZM	23/02/2017	10:48:39am	PosnPnt	573.508	5234608.593	1498923.174	793
794	Point ZM	23/02/2017	10:48:40am	PosnPnt	573.808	5234609.12	1498924.323	794
795	Point ZM	23/02/2017	10:48:41am	PosnPnt	574.038	5234609.649	1498925.546	795
796	Point ZM	23/02/2017	10:48:42am	PosnPnt	574.508	5234610.176	1498926.614	796
797	Point ZM	23/02/2017	10:48:43am	PosnPnt	574.658	5234610.704	1498927.73	797
798	Point ZM	23/02/2017	10:48:44am	PosnPnt	574.898	5234611.276	1498928.846	798
799	Point ZM	23/02/2017	10:48:45am	PosnPnt	575.138	5234612.067	1498929.804	799
800	Point ZM	23/02/2017	10:48:46am	PosnPnt	575.698	5234612.801	1498930.584	800
801	Point ZM	23/02/2017	10:48:47am	PosnPnt	575.998	5234613.561	1498931.64	801
802	Point ZM	23/02/2017	10:48:48am	PosnPnt	576.208	5234614.143	1498932.748	802
803	Point ZM	23/02/2017	10:48:49am	PosnPnt	576.498	5234614.693	1498933.848	803
804	Point ZM	23/02/2017	10:48:50am	PosnPnt	576.798	5234615.366	1498935.044	804
805	Point ZM	23/02/2017	10:48:51am	PosnPnt	577.078	5234616.072	1498936.199	805
806	Point ZM	23/02/2017	10:48:52am	PosnPnt	577.278	5234616.665	1498937.298	806
807	Point ZM	23/02/2017	10:48:53am	PosnPnt	577.538	5234617.26	1498938.446	807
808	Point ZM	23/02/2017	10:48:54am	PosnPnt	577.778	5234617.855	1498939.635	808
809	Point ZM	23/02/2017	10:48:55am	PosnPnt	578.008	5234618.461	1498940.816	809
810	Point ZM	23/02/2017	10:48:56am	PosnPnt	578.108	5234619.1	1498941.963	810
811	Point ZM	23/02/2017	10:48:57am	PosnPnt	578.258	5234619.661	1498943.088	811
812	Point ZM	23/02/2017	10:48:58am	PosnPnt	578.438	5234620.289	1498944.211	812
813	Point ZM	23/02/2017	10:48:59am	PosnPnt	578.608	5234620.916	1498945.359	813
814	Point ZM	23/02/2017	10:49:00am	PosnPnt	578.698	5234621.379	1498946.582	814
815	Point ZM	23/02/2017	10:49:01am	PosnPnt	578.888	5234621.575	1498947.818	815
816	Point ZM	23/02/2017	10:49:02am	PosnPnt	579.068	5234621.781	1498948.972	816
817	Point ZM	23/02/2017	10:49:03am	PosnPnt	579.198	5234622.163	1498950.066	817
818	Point ZM	23/02/2017	10:49:04am	PosnPnt	579.328	5234622.702	1498951.167	818
819	Point ZM	23/02/2017	10:49:05am	PosnPnt	579.438	5234623.229	1498952.283	819
820	Point ZM	23/02/2017	10:49:06am	PosnPnt	579.548	5234623.811	1498953.342	820
821	Point ZM	23/02/2017	10:49:07am	PosnPnt	579.698	5234624.382	1498954.344	821
822	Point ZM	23/02/2017	10:49:08am	PosnPnt	579.828	5234624.808	1498955.397	822
823	Point ZM	23/02/2017	10:49:09am	PosnPnt	580.018	5234625.191	1498956.508	823
824	Point ZM	23/02/2017	10:49:10am	PosnPnt	580.148	5234625.563	1498957.618	824
825	Point ZM	23/02/2017	10:49:11am	PosnPnt	580.418	5234625.857	1498958.763	825
826	Point ZM	23/02/2017	10:49:12am	PosnPnt	580.559	5234626.272	1498959.767	826
827	Point ZM	23/02/2017	10:49:13am	PosnPnt	580.759	5234626.664	1498960.739	827
828	Point ZM	23/02/2017	10:49:14am	PosnPnt	580.839	5234627.012	1498961.736	828
829	Point ZM	23/02/2017	10:49:15am	PosnPnt	580.989	5234627.493	1498962.691	829
830	Point ZM	23/02/2017	10:49:16am	PosnPnt	581.189	5234628.018	1498963.669	830
831	Point ZM	23/02/2017	10:49:17am	PosnPnt	581.279	5234628.353	1498964.56	831
832	Point ZM	23/02/2017	10:49:18am	PosnPnt	581.429	5234628.643	1498965.354	832
833	Point ZM	23/02/2017	10:49:19am	PosnPnt	581.419	5234629.087	1498966.122	833
834	Point ZM	23/02/2017	10:49:20am	PosnPnt	581.459	5234629.608	1498966.766	834
835	Point ZM	23/02/2017	10:49:21am	PosnPnt	581.469	5234630.231	1498966.863	835
836	Point ZM	23/02/2017	10:49:22am	PosnPnt	581.499	5234631.127	1498966.597	836
837	Point ZM	23/02/2017	10:49:23am	PosnPnt	581.299	5234632.289	1498966.295	837
838	Point ZM	23/02/2017	10:49:24am	PosnPnt	581.109	5234633.495	1498966.008	838
839	Point ZM	23/02/2017	10:49:25am	PosnPnt	581.019	5234634.577	1498965.511	839
840	Point ZM	23/02/2017	10:49:26am	PosnPnt	580.938	5234635.747	1498965.021	840
841	Point ZM	23/02/2017	10:49:27am	PosnPnt	580.778	5234636.728	1498964.559	841
842	Point ZM	23/02/2017	10:49:28am	PosnPnt	580.848	5234637.812	1498964.209	842
843	Point ZM	23/02/2017	10:49:29am	PosnPnt	580.898	5234639.184	1498963.862	843
844	Point ZM	23/02/2017	10:49:30am	PosnPnt	581.148	5234640.612	1498963.499	844
845	Point ZM	23/02/2017	10:49:31am	PosnPnt	580.958	5234641.591	1498962.873	845
846	Point ZM	23/02/2017	10:49:32am	PosnPnt	580.768	5234641.806	1498962.365	846
847	Point ZM	23/02/2017	10:49:33am	PosnPnt	580.498	5234641.598	1498961.847	847
848	Point ZM	23/02/2017	10:49:34am	PosnPnt	580.608	5234641.653	1498961.039	848
849	Point ZM	23/02/2017	10:49:35am	PosnPnt	580.368	5234641.783	1498960.068	849
850	Point ZM	23/02/2017	10:49:36am	PosnPnt	579.918	5234641.645	1498959.043	850
851	Point ZM	23/02/2017	10:49:37am	PosnPnt	579.658	5234641.283	1498957.81	851
852	Point ZM	23/02/2017	10:49:38am	PosnPnt	579.458	5234641.005	1498956.323	852
853	Point ZM	23/02/2017	10:49:39am	PosnPnt	579.268	5234640.991	1498955.37	853
854	Point ZM	23/02/2017	10:49:40am	PosnPnt	579.378	5234640.57	1498954.651	854
855	Point ZM	23/02/2017	10:49:41am	PosnPnt	579.088	5234639.998	1498953.518	855
856	Point ZM	23/02/2017	10:49:42am	PosnPnt	578.758	5234639.674	1498951.885	856
857	Point ZM	23/02/2017	10:49:43am	PosnPnt	578.048	5234639.372	1498950.26	857
858	Point ZM	23/02/2017	10:49:44am	PosnPnt	577.478	5234638.922	1498949.151	858
859	Point ZM	23/02/2017	10:49:45am	PosnPnt	577.108	5234638.162	1498948.07	859
860	Point ZM	23/02/2017	10:49:46am	PosnPnt	576.998	5234637.511	1498946.825	860
861	Point ZM	23/02/2017	10:49:47am	PosnPnt	576.738	5234636.843	1498945.221	861
862	Point ZM	23/02/2017	10:49:48am	PosnPnt	576.908	5234636.225	1498943.984	862
863	Point ZM	23/02/2017	10:49:49am	PosnPnt	576.918	5234635.805	1498942.662	863
864	Point ZM	23/02/2017	10:49:50am	PosnPnt	576.608	5234635.519	1498941.322	864
865	Point ZM	23/02/2017	10:49:51am	PosnPnt	576.468	5234635.378	1498940.077	865
866	Point ZM	23/02/2017	10:49:52am	PosnPnt	576.128	5234635.411	1498938.569	866
867	Point ZM	23/02/2017	10:49:53am	PosnPnt	576.278	5234635.186	1498936.878	867
868	Point ZM	23/02/2017	10:49:54am	PosnPnt	575.808	5234635.264	1498936.135	868
869	Point ZM	23/02/2017	10:49:55am	PosnPnt	575.668	5234635.284	1498935.939	869
870	Point ZM	23/02/2017	10:49:56am	PosnPnt	575.688	5234635.114	1498934.996	870
871	Point ZM	23/02/2017	10:49:57am	PosnPnt	575.858	5234634.865	1498933.892	871
872	Point ZM	23/02/2017	10:49:58am	PosnPnt	575.908	5234634.724	1498933.364	872
873	Point ZM	23/02/2017	10:49:59am	PosnPnt	575.608	5234634.719	1498933.071	873
874	Point ZM	23/02/2017	10:50:00am	PosnPnt	575.688	5234634.699	1498932.419	874
875	Point ZM	23/02/2017	10:50:01am	PosnPnt	575.278	5234634.574	1498931.517	875
876	Point ZM	23/02/2017	10:50:02am	PosnPnt	574.988	5234634.351	1498929.964	876
877	Point ZM	23/02/2017	10:50:03am	PosnPnt	574.508	5234634.525	1498928.201	877
878	Point ZM	23/02/2017	10:50:04am	PosnPnt	574.308	5234634.752	1498927.008	878
879	Point ZM	23/02/2017	10:50:05am	PosnPnt	573.778	5234634.626	1498925.992	879
880	Point ZM	23/02/2017	10:50:06am	PosnPnt	573.908	5234634.302	1498925.1	880
881	Point ZM	23/02/2017	10:50:07am	PosnPnt	573.718	5234633.94	1498923.932	881
882	Point ZM	23/02/2017	10:50:08am	PosnPnt	573.488	5234633.471	1498923.043	882
883	Point ZM	23/02/2017	10:50:09am	PosnPnt	573.378	5234633.024	1498922.088	883
884	Point ZM	23/02/2017	10:50:10am	PosnPnt	573.328	5234632.806	1498920.861	884
885	Point ZM	23/02/2017	10:50:11am	PosnPnt	572.688	5234632.784	1498919.345	885
886	Point ZM	23/02/2017	10:50:12am	PosnPnt	572.118	5234632.584	1498917.865	886
887	Point ZM	23/02/2017	10:50:13am	PosnPnt	571.818	5234631.795	1498916.337	887
888	Point ZM	23/02/2017	10:50:14am	PosnPnt	571.438	5234630.92	1498915.014	888
889	Point ZM	23/02/2017	10:50:15am	PosnPnt	571.438	5234630.24	1498914.119	889
890	Point ZM	23/02/2017	10:50:16am	PosnPnt	571.418	5234630.008	1498913.398	890
891	Point ZM	23/02/2017	10:50:17am	PosnPnt	571.668	5234629.934	1498912.91	891
892	Point ZM	23/02/2017	10:50:18am	PosnPnt	571.528	5234629.876	1498911.982	892
893	Point ZM	23/02/2017	10:50:19am	PosnPnt	571.188	5234629.874	1498911.151	893
894	Point ZM	23/02/2017	10:50:20am	PosnPnt	571.028	5234630.05	1498910.26	894
895	Point ZM	23/02/2017	10:50:21am	PosnPnt	570.848	5234630.249	1498909.458	895
896	Point ZM	23/02/2017	10:50:22am	PosnPnt	570.888	5234630.247	1498908.538	896
897	Point ZM	23/02/2017	10:50:23am	PosnPnt	570.768	5234630.121	1498907.554	897
898	Point ZM	23/02/2017	10:50:24am	PosnPnt	570.768	5234629.675	1498906.705	898
899	Point ZM	23/02/2017	10:50:25am	PosnPnt	570.808	5234629.21	1498906.035	899
900	Point ZM	23/02/2017	10:50:26am	PosnPnt	570.768	5234629.437	1498905.616	900
901	Point ZM	23/02/2017	10:50:27am	PosnPnt	570.708	5234630.011	1498905.331	901
902	Point ZM	23/02/2017	10:50:28am	PosnPnt	570.558	5234630.637	1498904.873	902
903	Point ZM	23/02/2017	10:50:29am	PosnPnt	570.368	5234631.289	1498904.619	903
904	Point ZM	23/02/2017	10:50:30am	PosnPnt	570.328	5234632.028	1498904.291	904
905	Point ZM	23/02/2017	10:50:31am	PosnPnt	570.228	5234632.977	1498903.877	905
906	Point ZM	23/02/2017	10:50:32am	PosnPnt	570.247	5234634.071	1498903.519	906
907	Point ZM	23/02/2017	10:50:33am	PosnPnt	570.327	5234635.167	1498903.258	907
908	Point ZM	23/02/2017	10:50:34am	PosnPnt	570.407	5234636.231	1498903.071	908
909	Point ZM	23/02/2017	10:50:35am	PosnPnt	570.537	5234637.248	1498902.763	909
910	Point ZM	23/02/2017	10:50:36am	PosnPnt	570.567	5234638.114	1498902.734	910
911	Point ZM	23/02/2017	10:50:37am	PosnPnt	570.757	5234638.464	1498903.095	911
912	Point ZM	23/02/2017	10:50:38am	PosnPnt	571.217	5234638.873	1498903.725	912
913	Point ZM	23/02/2017	10:50:39am	PosnPnt	571.647	5234639.352	1498904.606	913
914	Point ZM	23/02/2017	10:50:40am	PosnPnt	572.007	5234639.611	1498905.596	914
915	Point ZM	23/02/2017	10:50:41am	PosnPnt	572.297	5234640.081	1498906.543	915
916	Point ZM	23/02/2017	10:50:42am	PosnPnt	572.707	5234640.51	1498907.807	916
917	Point ZM	23/02/2017	10:50:43am	PosnPnt	573.108	5234640.717	1498909.01	917
918	Point ZM	23/02/2017	10:50:44am	PosnPnt	573.448	5234641.122	1498910.088	918
919	Point ZM	23/02/2017	10:50:45am	PosnPnt	573.638	5234641.723	1498910.902	919
920	Point ZM	23/02/2017	10:50:46am	PosnPnt	573.798	5234642.113	1498911.785	920
921	Point ZM	23/02/2017	10:50:47am	PosnPnt	573.928	5234641.93	1498912.936	921
922	Point ZM	23/02/2017	10:50:48am	PosnPnt	573.968	5234641.559	1498914.107	922
923	Point ZM	23/02/2017	10:50:49am	PosnPnt	573.978	5234641.387	1498915.275	923
924	Point ZM	23/02/2017	10:50:50am	PosnPnt	574.268	5234641.339	1498916.506	924
925	Point ZM	23/02/2017	10:50:51am	PosnPnt	574.518	5234641.445	1498917.702	925
926	Point ZM	23/02/2017	10:50:52am	PosnPnt	574.748	5234641.684	1498918.823	926
927	Point ZM	23/02/2017	10:50:53am	PosnPnt	574.958	5234641.901	1498919.968	927
928	Point ZM	23/02/2017	10:50:54am	PosnPnt	574.988	5234642.096	1498921.147	928
929	Point ZM	23/02/2017	10:50:55am	PosnPnt	575.198	5234642.506	1498922.559	929
930	Point ZM	23/02/2017	10:50:56am	PosnPnt	575.348	5234642.959	1498923.888	930
931	Point ZM	23/02/2017	10:50:57am	PosnPnt	575.778	5234643.312	1498925.252	931
932	Point ZM	23/02/2017	10:50:58am	PosnPnt	576.078	5234643.621	1498926.641	932
933	Point ZM	23/02/2017	10:50:59am	PosnPnt	576.258	5234643.919	1498927.997	933
934	Point ZM	23/02/2017	10:51:00am	PosnPnt	576.358	5234644.227	1498929.313	934
935	Point ZM	23/02/2017	10:51:01am	PosnPnt	576.438	5234644.443	1498930.385	935
936	Point ZM	23/02/2017	10:51:02am	PosnPnt	576.628	5234644.704	1498931.53	936
937	Point ZM	23/02/2017	10:51:03am	PosnPnt	576.868	5234644.991	1498932.919	937
938	Point ZM	23/02/2017	10:51:04am	PosnPnt	576.938	5234645.231	1498934.105	938
939	Point ZM	23/02/2017	10:51:05am	PosnPnt	577.228	5234645.192	1498935.247	939
940	Point ZM	23/02/2017	10:51:06am	PosnPnt	577.378	5234645.369	1498936.654	940
941	Point ZM	23/02/2017	10:51:07am	PosnPnt	577.558	5234645.533	1498937.988	941
942	Point ZM	23/02/2017	10:51:08am	PosnPnt	577.678	5234645.793	1498939.051	942
943	Point ZM	23/02/2017	10:51:09am	PosnPnt	577.848	5234646.23	1498940.088	943
944	Point ZM	23/02/2017	10:51:10am	PosnPnt	577.868	5234646.891	1498941.194	944
945	Point ZM	23/02/2017	10:51:11am	PosnPnt	577.818	5234647.149	1498942.119	945
946	Point ZM	23/02/2017	10:51:12am	PosnPnt	577.858	5234647.334	1498943.371	946
947	Point ZM	23/02/2017	10:51:13am	PosnPnt	577.518	5234647.91	1498944.748	947
948	Point ZM	23/02/2017	10:51:14am	PosnPnt	577.468	5234648.238	1498945.933	948
949	Point ZM	23/02/2017	10:51:15am	PosnPnt	577.718	5234648.476	1498946.964	949
950	Point ZM	23/02/2017	10:51:16am	PosnPnt	577.808	5234648.7	1498947.89	950
951	Point ZM	23/02/2017	10:51:17am	PosnPnt	577.668	5234648.976	1498948.481	951
952	Point ZM	23/02/2017	10:51:18am	PosnPnt	577.858	5234649.098	1498949.212	952
953	Point ZM	23/02/2017	10:51:19am	PosnPnt	577.958	5234649.514	1498950.306	953
954	Point ZM	23/02/2017	10:51:20am	PosnPnt	578.038	5234649.707	1498951.354	954
955	Point ZM	23/02/2017	10:51:21am	PosnPnt	578.148	5234649.811	1498952.42	955
956	Point ZM	23/02/2017	10:51:22am	PosnPnt	578.268	5234650.103	1498953.377	956
957	Point ZM	23/02/2017	10:51:23am	PosnPnt	578.348	5234650.392	1498954.139	957
958	Point ZM	23/02/2017	10:51:24am	PosnPnt	578.478	5234650.592	1498954.853	958
959	Point ZM	23/02/2017	10:51:25am	PosnPnt	578.548	5234650.923	1498955.476	959
960	Point ZM	23/02/2017	10:51:26am	PosnPnt	578.478	5234651.406	1498955.868	960
961	Point ZM	23/02/2017	10:51:27am	PosnPnt	578.538	5234652.111	1498956.167	961
962	Point ZM	23/02/2017	10:51:28am	PosnPnt	578.218	5234653.014	1498956.406	962
963	Point ZM	23/02/2017	10:51:29am	PosnPnt	578.508	5234654.055	1498956.203	963
964	Point ZM	23/02/2017	10:51:30am	PosnPnt	578.228	5234655.283	1498955.908	964
965	Point ZM	23/02/2017	10:51:31am	PosnPnt	578.298	5234656.048	1498955.791	965
966	Point ZM	23/02/2017	10:51:32am	PosnPnt	578.728	5234656.935	1498955.639	966
967	Point ZM	23/02/2017	10:51:33am	PosnPnt	578.478	5234658.128	1498955.214	967
968	Point ZM	23/02/2017	10:51:34am	PosnPnt	578.498	5234658.869	1498954.975	968
969	Point ZM	23/02/2017	10:51:35am	PosnPnt	578.428	5234659.643	1498954.744	969
970	Point ZM	23/02/2017	10:51:36am	PosnPnt	578.488	5234660.777	1498954.817	970
971	Point ZM	23/02/2017	10:51:37am	PosnPnt	578.458	5234661.864	1498954.752	971
972	Point ZM	23/02/2017	10:51:38am	PosnPnt	578.758	5234662.628	1498954.561	972
973	Point ZM	23/02/2017	10:51:39am	PosnPnt	578.808	5234663.523	1498954.279	973
974	Point ZM	23/02/2017	10:51:40am	PosnPnt	578.418	5234664.104	1498953.716	974
975	Point ZM	23/02/2017	10:51:41am	PosnPnt	578.718	5234664.328	1498953.077	975
976	Point ZM	23/02/2017	10:51:42am	PosnPnt	578.218	5234664.479	1498952.79	976
977	Point ZM	23/02/2017	10:51:43am	PosnPnt	577.968	5234664.398	1498952.596	977
978	Point ZM	23/02/2017	10:51:44am	PosnPnt	577.518	5234664.197	1498951.759	978
979	Point ZM	23/02/2017	10:51:45am	PosnPnt	577.258	5234664.017	1498950.833	979
980	Point ZM	23/02/2017	10:51:46am	PosnPnt	577.278	5234663.731	1498950.308	980
981	Point ZM	23/02/2017	10:51:47am	PosnPnt	577.058	5234663.667	1498949.722	981
982	Point ZM	23/02/2017	10:51:48am	PosnPnt	576.898	5234663.889	1498948.961	982
983	Point ZM	23/02/2017	10:51:49am	PosnPnt	576.688	5234663.987	1498948.063	983
984	Point ZM	23/02/2017	10:51:50am	PosnPnt	576.348	5234663.834	1498946.754	984
985	Point ZM	23/02/2017	10:51:51am	PosnPnt	576.178	5234664.341	1498945.711	985
986	Point ZM	23/02/2017	10:51:52am	PosnPnt	575.748	5234665.082	1498945.513	986
987	Point ZM	23/02/2017	10:51:53am	PosnPnt	575.258	5234665.645	1498945.293	987
988	Point ZM	23/02/2017	10:51:54am	PosnPnt	574.658	5234665.75	1498944.085	988
989	Point ZM	23/02/2017	10:51:55am	PosnPnt	574.068	5234665.62	1498942.816	989
990	Point ZM	23/02/2017	10:51:56am	PosnPnt	573.628	5234665.55	1498941.839	990
991	Point ZM	23/02/2017	10:51:57am	PosnPnt	573.148	5234665.671	1498940.998	991
992	Point ZM	23/02/2017	10:51:58am	PosnPnt	573.408	5234665.359	1498940.196	992
993	Point ZM	23/02/2017	10:51:59am	PosnPnt	573.498	5234664.725	1498939.366	993
994	Point ZM	23/02/2017	10:52:00am	PosnPnt	573.168	5234664.289	1498938.468	994
995	Point ZM	23/02/2017	10:52:01am	PosnPnt	572.938	5234664.088	1498937.64	995
