OBJECTID *	Shape *	GPS_Date	GPS_Time	Feat_Name	GNSS_Heigh	Northing	Easting	Point_ID
1	Point ZM	23/02/2017	10:35:27am	PosnPnt	574.028	5234595.139	1498925.997	1
2	Point ZM	23/02/2017	10:35:28am	PosnPnt	574.028	5234595.128	1498925.997	2
3	Point ZM	23/02/2017	10:35:29am	PosnPnt	574.028	5234595.127	1498925.989	3
4	Point ZM	23/02/2017	10:35:30am	PosnPnt	574.048	5234595.127	1498925.981	4
5	Point ZM	23/02/2017	10:35:31am	PosnPnt	574.028	5234595.094	1498925.989	5
6	Point ZM	23/02/2017	10:35:32am	PosnPnt	573.988	5234595.039	1498926.023	6
7	Point ZM	23/02/2017	10:35:33am	PosnPnt	573.948	5234594.973	1498926.064	7
8	Point ZM	23/02/2017	10:35:34am	PosnPnt	573.958	5234594.94	1498926.081	8
9	Point ZM	23/02/2017	10:35:35am	PosnPnt	573.938	5234594.929	1498926.089	9
10	Point ZM	23/02/2017	10:35:36am	PosnPnt	573.918	5234595.129	1498926.078	10
11	Point ZM	23/02/2017	10:35:37am	PosnPnt	573.948	5234595.636	1498925.843	11
12	Point ZM	23/02/2017	10:35:38am	PosnPnt	574.138	5234596.119	1498925.461	12
13	Point ZM	23/02/2017	10:35:39am	PosnPnt	574.238	5234596.218	1498925.378	13
14	Point ZM	23/02/2017	10:35:40am	PosnPnt	574.098	5234596.076	1498925.518	14
15	Point ZM	23/02/2017	10:35:41am	PosnPnt	574.038	5234596.01	1498925.568	15
16	Point ZM	23/02/2017	10:35:42am	PosnPnt	574.158	5234595.965	1498925.545	16
17	Point ZM	23/02/2017	10:35:43am	PosnPnt	574.168	5234595.566	1498925.624	17
18	Point ZM	23/02/2017	10:35:44am	PosnPnt	574.168	5234595.314	1498925.823	18
19	Point ZM	23/02/2017	10:35:45am	PosnPnt	574.138	5234595.427	1498925.976	19
20	Point ZM	23/02/2017	10:35:46am	PosnPnt	574.148	5234595.361	1498926.018	20
21	Point ZM	23/02/2017	10:35:47am	PosnPnt	574.138	5234595.173	1498926.045	21
22	Point ZM	23/02/2017	10:35:48am	PosnPnt	574.128	5234595.019	1498926.153	22
23	Point ZM	23/02/2017	10:35:49am	PosnPnt	574.078	5234594.897	1498926.155	23
24	Point ZM	23/02/2017	10:35:50am	PosnPnt	574.028	5234594.808	1498926.156	24
25	Point ZM	23/02/2017	10:35:51am	PosnPnt	573.918	5234594.72	1498926.198	25
26	Point ZM	23/02/2017	10:35:52am	PosnPnt	573.818	5234594.676	1498926.232	26
27	Point ZM	23/02/2017	10:35:53am	PosnPnt	573.748	5234594.654	1498926.265	27
28	Point ZM	23/02/2017	10:35:54am	PosnPnt	573.688	5234594.587	1498926.257	28
29	Point ZM	23/02/2017	10:35:55am	PosnPnt	573.638	5234594.498	1498926.243	29
30	Point ZM	23/02/2017	10:35:56am	PosnPnt	573.608	5234594.454	1498926.3	30
31	Point ZM	23/02/2017	10:35:57am	PosnPnt	573.618	5234594.456	1498926.382	31
32	Point ZM	23/02/2017	10:35:58am	PosnPnt	573.588	5234594.456	1498926.422	32
33	Point ZM	23/02/2017	10:35:59am	PosnPnt	573.548	5234594.534	1498926.421	33
34	Point ZM	23/02/2017	10:36:00am	PosnPnt	573.498	5234594.589	1498926.404	34
35	Point ZM	23/02/2017	10:36:01am	PosnPnt	573.488	5234594.533	1498926.356	35
36	Point ZM	23/02/2017	10:36:02am	PosnPnt	573.388	5234594.354	1498926.253	36
37	Point ZM	23/02/2017	10:36:03am	PosnPnt	573.358	5234594.231	1498926.189	37
38	Point ZM	23/02/2017	10:36:04am	PosnPnt	573.318	5234594.198	1498926.231	38
39	Point ZM	23/02/2017	10:36:05am	PosnPnt	573.368	5234594.233	1498926.377	39
40	Point ZM	23/02/2017	10:36:06am	PosnPnt	573.328	5234594.235	1498926.507	40
41	Point ZM	23/02/2017	10:36:07am	PosnPnt	573.348	5234594.247	1498926.548	41
42	Point ZM	23/02/2017	10:36:08am	PosnPnt	573.298	5234594.214	1498926.564	42
43	Point ZM	23/02/2017	10:36:09am	PosnPnt	573.258	5234594.192	1498926.573	43
44	Point ZM	23/02/2017	10:36:10am	PosnPnt	573.228	5234594.181	1498926.589	44
45	Point ZM	23/02/2017	10:36:11am	PosnPnt	573.178	5234594.181	1498926.622	45
46	Point ZM	23/02/2017	10:36:12am	PosnPnt	573.168	5234594.17	1498926.606	46
47	Point ZM	23/02/2017	10:36:13am	PosnPnt	573.138	5234594.148	1498926.606	47
48	Point ZM	23/02/2017	10:36:14am	PosnPnt	573.138	5234594.115	1498926.631	48
49	Point ZM	23/02/2017	10:36:15am	PosnPnt	573.148	5234594.06	1498926.64	49
50	Point ZM	23/02/2017	10:36:16am	PosnPnt	573.088	5234594.104	1498926.648	50
51	Point ZM	23/02/2017	10:36:17am	PosnPnt	573.128	5234594.183	1498926.695	51
52	Point ZM	23/02/2017	10:36:18am	PosnPnt	573.118	5234594.117	1498926.778	52
53	Point ZM	23/02/2017	10:36:19am	PosnPnt	573.108	5234594.05	1498926.746	53
54	Point ZM	23/02/2017	10:36:20am	PosnPnt	572.918	5234593.918	1498926.797	54
55	Point ZM	23/02/2017	10:36:21am	PosnPnt	572.838	5234593.863	1498926.871	55
56	Point ZM	23/02/2017	10:36:22am	PosnPnt	572.818	5234593.873	1498926.79	56
57	Point ZM	23/02/2017	10:36:23am	PosnPnt	572.828	5234593.884	1498926.765	57
58	Point ZM	23/02/2017	10:36:24am	PosnPnt	572.828	5234593.905	1498926.716	58
59	Point ZM	23/02/2017	10:36:25am	PosnPnt	572.638	5234593.849	1498926.66	59
60	Point ZM	23/02/2017	10:36:26am	PosnPnt	572.588	5234593.771	1498926.661	60
61	Point ZM	23/02/2017	10:36:27am	PosnPnt	572.568	5234593.694	1498926.703	61
62	Point ZM	23/02/2017	10:36:28am	PosnPnt	572.548	5234593.706	1498926.735	62
63	Point ZM	23/02/2017	10:36:29am	PosnPnt	572.518	5234593.75	1498926.742	63
64	Point ZM	23/02/2017	10:36:30am	PosnPnt	572.518	5234593.773	1498926.775	64
65	Point ZM	23/02/2017	10:36:31am	PosnPnt	572.518	5234593.773	1498926.807	65
66	Point ZM	23/02/2017	10:36:32am	PosnPnt	572.538	5234593.784	1498926.815	66
67	Point ZM	23/02/2017	10:36:33am	PosnPnt	572.598	5234593.829	1498926.831	67
68	Point ZM	23/02/2017	10:36:34am	PosnPnt	572.528	5234593.874	1498926.83	68
69	Point ZM	23/02/2017	10:36:35am	PosnPnt	572.488	5234594.008	1498926.91	69
70	Point ZM	23/02/2017	10:36:36am	PosnPnt	572.468	5234594.254	1498927.004	70
71	Point ZM	23/02/2017	10:36:37am	PosnPnt	572.488	5234594.49	1498927.172	71
72	Point ZM	23/02/2017	10:36:38am	PosnPnt	572.488	5234594.536	1498927.285	72
73	Point ZM	23/02/2017	10:36:39am	PosnPnt	572.468	5234594.48	1498927.294	73
74	Point ZM	23/02/2017	10:36:40am	PosnPnt	572.468	5234594.336	1498927.296	74
75	Point ZM	23/02/2017	10:36:41am	PosnPnt	572.478	5234594.122	1498927.12	75
76	Point ZM	23/02/2017	10:36:42am	PosnPnt	572.558	5234593.929	1498926.829	76
77	Point ZM	23/02/2017	10:36:43am	PosnPnt	572.548	5234593.839	1498926.725	77
78	Point ZM	23/02/2017	10:36:44am	PosnPnt	572.618	5234593.872	1498926.716	78
79	Point ZM	23/02/2017	10:36:45am	PosnPnt	572.628	5234593.904	1498926.659	79
80	Point ZM	23/02/2017	10:36:46am	PosnPnt	572.728	5234593.949	1498926.682	80
81	Point ZM	23/02/2017	10:36:47am	PosnPnt	572.858	5234593.891	1498926.537	81
82	Point ZM	23/02/2017	10:36:48am	PosnPnt	572.558	5234593.533	1498926.314	82
83	Point ZM	23/02/2017	10:36:49am	PosnPnt	572.548	5234593.344	1498926.325	83
84	Point ZM	23/02/2017	10:36:50am	PosnPnt	571.998	5234592.758	1498926.472	84
85	Point ZM	23/02/2017	10:36:51am	PosnPnt	571.928	5234592.342	1498926.177	85
86	Point ZM	23/02/2017	10:36:52am	PosnPnt	572.178	5234592.171	1498925.861	86
87	Point ZM	23/02/2017	10:36:53am	PosnPnt	572.128	5234592.78	1498925.763	87
88	Point ZM	23/02/2017	10:36:54am	PosnPnt	571.908	5234593.046	1498925.669	88
89	Point ZM	23/02/2017	10:36:55am	PosnPnt	571.918	5234593.046	1498925.694	89
90	Point ZM	23/02/2017	10:36:56am	PosnPnt	571.988	5234593.08	1498925.734	90
91	Point ZM	23/02/2017	10:36:57am	PosnPnt	572.038	5234592.846	1498925.68	91
92	Point ZM	23/02/2017	10:36:58am	PosnPnt	571.968	5234592.636	1498925.773	92
93	Point ZM	23/02/2017	10:36:59am	PosnPnt	571.938	5234592.56	1498925.896	93
94	Point ZM	23/02/2017	10:37:00am	PosnPnt	571.988	5234592.473	1498925.979	94
95	Point ZM	23/02/2017	10:37:01am	PosnPnt	572.058	5234592.44	1498926.037	95
96	Point ZM	23/02/2017	10:37:02am	PosnPnt	572.118	5234592.463	1498926.093	96
97	Point ZM	23/02/2017	10:37:03am	PosnPnt	572.158	5234592.475	1498926.126	97
98	Point ZM	23/02/2017	10:37:04am	PosnPnt	572.178	5234592.519	1498926.15	98
99	Point ZM	23/02/2017	10:37:05am	PosnPnt	572.188	5234592.554	1498926.198	99
100	Point ZM	23/02/2017	10:37:06am	PosnPnt	572.148	5234592.667	1498926.359	100
101	Point ZM	23/02/2017	10:37:07am	PosnPnt	572.068	5234592.746	1498926.415	101
102	Point ZM	23/02/2017	10:37:08am	PosnPnt	572.018	5234592.656	1498926.335	102
103	Point ZM	23/02/2017	10:37:09am	PosnPnt	571.938	5234592.501	1498926.37	103
104	Point ZM	23/02/2017	10:37:10am	PosnPnt	571.928	5234592.345	1498926.348	104
105	Point ZM	23/02/2017	10:37:11am	PosnPnt	571.868	5234592.234	1498926.382	105
106	Point ZM	23/02/2017	10:37:12am	PosnPnt	571.878	5234592.223	1498926.366	106
107	Point ZM	23/02/2017	10:37:13am	PosnPnt	571.838	5234592.167	1498926.367	107
108	Point ZM	23/02/2017	10:37:14am	PosnPnt	571.788	5234592.09	1498926.425	108
109	Point ZM	23/02/2017	10:37:15am	PosnPnt	571.728	5234592.014	1498926.516	109
110	Point ZM	23/02/2017	10:37:16am	PosnPnt	571.748	5234592.026	1498926.564	110
111	Point ZM	23/02/2017	10:37:17am	PosnPnt	571.748	5234592.048	1498926.588	111
112	Point ZM	23/02/2017	10:37:18am	PosnPnt	571.988	5234592.177	1498926.252	112
113	Point ZM	23/02/2017	10:37:19am	PosnPnt	572.148	5234592.333	1498926.299	113
114	Point ZM	23/02/2017	10:37:20am	PosnPnt	572.268	5234592.459	1498926.55	114
115	Point ZM	23/02/2017	10:37:21am	PosnPnt	572.268	5234592.444	1498926.322	115
116	Point ZM	23/02/2017	10:37:22am	PosnPnt	572.228	5234592.451	1498926.036	116
117	Point ZM	23/02/2017	10:37:23am	PosnPnt	572.138	5234592.693	1498925.837	117
118	Point ZM	23/02/2017	10:37:24am	PosnPnt	572.158	5234593.144	1498925.562	118
119	Point ZM	23/02/2017	10:37:25am	PosnPnt	572.138	5234593.297	1498925.388	119
120	Point ZM	23/02/2017	10:37:26am	PosnPnt	572.088	5234593.362	1498925.306	120
121	Point ZM	23/02/2017	10:37:27am	PosnPnt	572.108	5234593.727	1498925.162	121
122	Point ZM	23/02/2017	10:37:28am	PosnPnt	572.058	5234594.288	1498924.836	122
123	Point ZM	23/02/2017	10:37:29am	PosnPnt	572.248	5234595.137	1498924.392	123
124	Point ZM	23/02/2017	10:37:30am	PosnPnt	572.238	5234596.075	1498923.995	124
125	Point ZM	23/02/2017	10:37:31am	PosnPnt	572.368	5234596.97	1498923.623	125
126	Point ZM	23/02/2017	10:37:32am	PosnPnt	572.388	5234597.821	1498923.35	126
127	Point ZM	23/02/2017	10:37:33am	PosnPnt	572.318	5234598.606	1498923.085	127
128	Point ZM	23/02/2017	10:37:34am	PosnPnt	572.308	5234599.411	1498922.707	128
129	Point ZM	23/02/2017	10:37:35am	PosnPnt	572.478	5234600.351	1498922.432	129
130	Point ZM	23/02/2017	10:37:36am	PosnPnt	572.608	5234601.204	1498922.273	130
131	Point ZM	23/02/2017	10:37:37am	PosnPnt	572.758	5234602.089	1498922.073	131
132	Point ZM	23/02/2017	10:37:38am	PosnPnt	572.818	5234602.996	1498921.774	132
133	Point ZM	23/02/2017	10:37:39am	PosnPnt	572.908	5234603.847	1498921.484	133
134	Point ZM	23/02/2017	10:37:40am	PosnPnt	572.968	5234604.555	1498921.311	134
135	Point ZM	23/02/2017	10:37:41am	PosnPnt	573.018	5234604.943	1498921.224	135
136	Point ZM	23/02/2017	10:37:42am	PosnPnt	573.058	5234605.054	1498921.238	136
137	Point ZM	23/02/2017	10:37:43am	PosnPnt	573.108	5234605.121	1498921.278	137
138	Point ZM	23/02/2017	10:37:44am	PosnPnt	573.138	5234605.211	1498921.35	138
139	Point ZM	23/02/2017	10:37:45am	PosnPnt	573.158	5234605.609	1498921.23	139
140	Point ZM	23/02/2017	10:37:46am	PosnPnt	573.168	5234606.416	1498920.957	140
141	Point ZM	23/02/2017	10:37:47am	PosnPnt	573.118	5234607.311	1498920.659	141
142	Point ZM	23/02/2017	10:37:48am	PosnPnt	573.158	5234608.173	1498920.353	142
143	Point ZM	23/02/2017	10:37:49am	PosnPnt	573.178	5234608.99	1498920.031	143
144	Point ZM	23/02/2017	10:37:50am	PosnPnt	573.218	5234609.852	1498919.733	144
145	Point ZM	23/02/2017	10:37:51am	PosnPnt	573.268	5234610.715	1498919.46	145
146	Point ZM	23/02/2017	10:37:52am	PosnPnt	573.358	5234611.543	1498919.114	146
147	Point ZM	23/02/2017	10:37:53am	PosnPnt	573.418	5234612.326	1498918.784	147
148	Point ZM	23/02/2017	10:37:54am	PosnPnt	573.598	5234612.989	1498918.505	148
149	Point ZM	23/02/2017	10:37:55am	PosnPnt	573.658	5234613.252	1498918.314	149
150	Point ZM	23/02/2017	10:37:56am	PosnPnt	573.688	5234613.33	1498918.289	150
151	Point ZM	23/02/2017	10:37:57am	PosnPnt	573.738	5234613.398	1498918.385	151
152	Point ZM	23/02/2017	10:37:58am	PosnPnt	573.778	5234613.719	1498918.283	152
153	Point ZM	23/02/2017	10:37:59am	PosnPnt	573.788	5234614.338	1498918.094	153
154	Point ZM	23/02/2017	10:38:00am	PosnPnt	573.778	5234615.057	1498917.896	154
155	Point ZM	23/02/2017	10:38:01am	PosnPnt	573.818	5234615.808	1498917.616	155
156	Point ZM	23/02/2017	10:38:02am	PosnPnt	573.768	5234616.526	1498917.337	156
157	Point ZM	23/02/2017	10:38:03am	PosnPnt	573.698	5234617.135	1498917.23	157
158	Point ZM	23/02/2017	10:38:04am	PosnPnt	573.508	5234617.634	1498917.174	158
159	Point ZM	23/02/2017	10:38:05am	PosnPnt	573.448	5234618.151	1498916.816	159
160	Point ZM	23/02/2017	10:38:06am	PosnPnt	573.388	5234618.832	1498916.317	160
161	Point ZM	23/02/2017	10:38:07am	PosnPnt	573.268	5234619.648	1498915.865	161
162	Point ZM	23/02/2017	10:38:08am	PosnPnt	573.178	5234620.397	1498915.454	162
163	Point ZM	23/02/2017	10:38:09am	PosnPnt	573.178	5234621.237	1498915.157	163
164	Point ZM	23/02/2017	10:38:10am	PosnPnt	573.128	5234621.801	1498915.034	164
165	Point ZM	23/02/2017	10:38:11am	PosnPnt	573.368	5234622.033	1498914.933	165
166	Point ZM	23/02/2017	10:38:12am	PosnPnt	573.518	5234622.087	1498914.859	166
167	Point ZM	23/02/2017	10:38:13am	PosnPnt	573.688	5234622.175	1498914.801	167
168	Point ZM	23/02/2017	10:38:14am	PosnPnt	573.828	5234622.307	1498914.709	168
169	Point ZM	23/02/2017	10:38:15am	PosnPnt	573.908	5234622.406	1498914.634	169
170	Point ZM	23/02/2017	10:38:16am	PosnPnt	573.938	5234622.373	1498914.676	170
171	Point ZM	23/02/2017	10:38:17am	PosnPnt	573.968	5234622.328	1498914.603	171
172	Point ZM	23/02/2017	10:38:18am	PosnPnt	573.988	5234622.349	1498914.489	172
173	Point ZM	23/02/2017	10:38:19am	PosnPnt	573.958	5234622.559	1498914.445	173
174	Point ZM	23/02/2017	10:38:20am	PosnPnt	573.928	5234623.089	1498914.233	174
175	Point ZM	23/02/2017	10:38:21am	PosnPnt	573.868	5234623.885	1498913.953	175
176	Point ZM	23/02/2017	10:38:22am	PosnPnt	573.818	5234624.78	1498913.67	176
177	Point ZM	23/02/2017	10:38:23am	PosnPnt	573.688	5234625.73	1498913.29	177
178	Point ZM	23/02/2017	10:38:24am	PosnPnt	573.638	5234626.778	1498912.802	178
179	Point ZM	23/02/2017	10:38:25am	PosnPnt	573.548	5234627.783	1498912.42	179
180	Point ZM	23/02/2017	10:38:26am	PosnPnt	573.518	5234628.457	1498912.215	180
181	Point ZM	23/02/2017	10:38:27am	PosnPnt	573.518	5234628.667	1498912.097	181
182	Point ZM	23/02/2017	10:38:28am	PosnPnt	573.538	5234628.732	1498911.99	182
183	Point ZM	23/02/2017	10:38:29am	PosnPnt	573.498	5234628.962	1498911.783	183
184	Point ZM	23/02/2017	10:38:30am	PosnPnt	573.398	5234629.611	1498911.35	184
185	Point ZM	23/02/2017	10:38:31am	PosnPnt	573.428	5234630.616	1498910.936	185
186	Point ZM	23/02/2017	10:38:32am	PosnPnt	573.368	5234631.598	1498910.53	186
187	Point ZM	23/02/2017	10:38:33am	PosnPnt	573.318	5234632.535	1498910.036	187
188	Point ZM	23/02/2017	10:38:34am	PosnPnt	573.218	5234633.482	1498909.508	188
189	Point ZM	23/02/2017	10:38:35am	PosnPnt	573.288	5234634.564	1498909.036	189
190	Point ZM	23/02/2017	10:38:36am	PosnPnt	573.338	5234635.614	1498908.719	190
191	Point ZM	23/02/2017	10:38:37am	PosnPnt	573.358	5234636.676	1498908.418	191
192	Point ZM	23/02/2017	10:38:38am	PosnPnt	573.328	5234637.737	1498908.06	192
193	Point ZM	23/02/2017	10:38:39am	PosnPnt	573.408	5234638.821	1498907.759	193
194	Point ZM	23/02/2017	10:38:40am	PosnPnt	573.507	5234639.837	1498907.32	194
195	Point ZM	23/02/2017	10:38:41am	PosnPnt	573.607	5234640.84	1498906.784	195
196	Point ZM	23/02/2017	10:38:42am	PosnPnt	573.727	5234641.803	1498906.582	196
197	Point ZM	23/02/2017	10:38:43am	PosnPnt	573.977	5234642.603	1498906.619	197
198	Point ZM	23/02/2017	10:38:44am	PosnPnt	574.057	5234643.456	1498906.468	198
199	Point ZM	23/02/2017	10:38:45am	PosnPnt	574.057	5234644.486	1498906.225	199
200	Point ZM	23/02/2017	10:38:46am	PosnPnt	574.037	5234645.537	1498905.924	200
201	Point ZM	23/02/2017	10:38:47am	PosnPnt	574.037	5234646.552	1498905.502	201
202	Point ZM	23/02/2017	10:38:48am	PosnPnt	573.977	5234647.513	1498905.129	202
203	Point ZM	23/02/2017	10:38:49am	PosnPnt	573.977	5234648.432	1498904.928	203
204	Point ZM	23/02/2017	10:38:50am	PosnPnt	574.017	5234649.308	1498904.858	204
205	Point ZM	23/02/2017	10:38:51am	PosnPnt	574.077	5234650.185	1498904.796	205
206	Point ZM	23/02/2017	10:38:52am	PosnPnt	574.147	5234650.805	1498904.624	206
207	Point ZM	23/02/2017	10:38:53am	PosnPnt	574.187	5234650.935	1498904.467	207
208	Point ZM	23/02/2017	10:38:54am	PosnPnt	574.317	5234650.968	1498904.402	208
209	Point ZM	23/02/2017	10:38:55am	PosnPnt	574.397	5234651.045	1498904.36	209
210	Point ZM	23/02/2017	10:38:56am	PosnPnt	574.477	5234651.089	1498904.351	210
211	Point ZM	23/02/2017	10:38:57am	PosnPnt	574.557	5234651.1	1498904.343	211
212	Point ZM	23/02/2017	10:38:58am	PosnPnt	574.647	5234651.144	1498904.318	212
213	Point ZM	23/02/2017	10:38:59am	PosnPnt	574.677	5234651.133	1498904.31	213
214	Point ZM	23/02/2017	10:39:00am	PosnPnt	574.697	5234651.089	1498904.318	214
215	Point ZM	23/02/2017	10:39:01am	PosnPnt	574.707	5234651.09	1498904.392	215
216	Point ZM	23/02/2017	10:39:02am	PosnPnt	574.747	5234651.316	1498904.69	216
217	Point ZM	23/02/2017	10:39:03am	PosnPnt	574.827	5234651.68	1498905.214	217
218	Point ZM	23/02/2017	10:39:04am	PosnPnt	574.937	5234652.145	1498905.9	218
219	Point ZM	23/02/2017	10:39:05am	PosnPnt	575.057	5234652.702	1498906.723	219
220	Point ZM	23/02/2017	10:39:06am	PosnPnt	575.167	5234653.215	1498907.669	220
221	Point ZM	23/02/2017	10:39:07am	PosnPnt	575.347	5234653.719	1498908.688	221
222	Point ZM	23/02/2017	10:39:08am	PosnPnt	575.487	5234654.022	1498909.637	222
223	Point ZM	23/02/2017	10:39:09am	PosnPnt	575.617	5234654.198	1498910.253	223
224	Point ZM	23/02/2017	10:39:10am	PosnPnt	575.647	5234654.121	1498910.336	224
225	Point ZM	23/02/2017	10:39:11am	PosnPnt	575.647	5234653.976	1498910.273	225
226	Point ZM	23/02/2017	10:39:12am	PosnPnt	575.637	5234653.942	1498910.249	226
227	Point ZM	23/02/2017	10:39:13am	PosnPnt	575.627	5234653.875	1498910.217	227
228	Point ZM	23/02/2017	10:39:14am	PosnPnt	575.627	5234653.763	1498910.162	228
229	Point ZM	23/02/2017	10:39:15am	PosnPnt	575.597	5234653.73	1498910.146	229
230	Point ZM	23/02/2017	10:39:16am	PosnPnt	575.597	5234653.741	1498910.195	230
231	Point ZM	23/02/2017	10:39:17am	PosnPnt	575.567	5234653.685	1498910.163	231
232	Point ZM	23/02/2017	10:39:18am	PosnPnt	575.557	5234653.641	1498910.172	232
233	Point ZM	23/02/2017	10:39:19am	PosnPnt	575.587	5234653.686	1498910.196	233
234	Point ZM	23/02/2017	10:39:20am	PosnPnt	575.357	5234653.708	1498910.212	234
235	Point ZM	23/02/2017	10:39:21am	PosnPnt	575.197	5234653.597	1498910.164	235
236	Point ZM	23/02/2017	10:39:22am	PosnPnt	575.187	5234653.552	1498910.165	236
237	Point ZM	23/02/2017	10:39:23am	PosnPnt	575.207	5234653.621	1498910.303	237
238	Point ZM	23/02/2017	10:39:24am	PosnPnt	575.077	5234653.7	1498910.375	238
239	Point ZM	23/02/2017	10:39:25am	PosnPnt	575.067	5234653.644	1498910.376	239
240	Point ZM	23/02/2017	10:39:26am	PosnPnt	575.167	5234653.501	1498910.443	240
241	Point ZM	23/02/2017	10:39:27am	PosnPnt	575.107	5234653.312	1498910.446	241
242	Point ZM	23/02/2017	10:39:28am	PosnPnt	575.007	5234653.058	1498910.555	242
243	Point ZM	23/02/2017	10:39:29am	PosnPnt	574.947	5234652.631	1498910.977	243
244	Point ZM	23/02/2017	10:39:30am	PosnPnt	574.967	5234652.017	1498911.532	244
245	Point ZM	23/02/2017	10:39:31am	PosnPnt	574.977	5234651.181	1498912.082	245
246	Point ZM	23/02/2017	10:39:32am	PosnPnt	574.997	5234650.133	1498912.57	246
247	Point ZM	23/02/2017	10:39:33am	PosnPnt	575.077	5234648.996	1498913.035	247
248	Point ZM	23/02/2017	10:39:34am	PosnPnt	575.068	5234647.892	1498913.5	248
249	Point ZM	23/02/2017	10:39:35am	PosnPnt	575.058	5234646.822	1498913.98	249
250	Point ZM	23/02/2017	10:39:36am	PosnPnt	575.178	5234645.797	1498914.549	250
251	Point ZM	23/02/2017	10:39:37am	PosnPnt	575.258	5234644.84	1498915.126	251
252	Point ZM	23/02/2017	10:39:38am	PosnPnt	575.318	5234643.791	1498915.557	252
253	Point ZM	23/02/2017	10:39:39am	PosnPnt	575.448	5234642.641	1498915.94	253
254	Point ZM	23/02/2017	10:39:40am	PosnPnt	575.418	5234641.559	1498916.372	254
255	Point ZM	23/02/2017	10:39:41am	PosnPnt	575.448	5234640.444	1498916.812	255
256	Point ZM	23/02/2017	10:39:42am	PosnPnt	575.388	5234639.418	1498917.276	256
257	Point ZM	23/02/2017	10:39:43am	PosnPnt	575.488	5234638.272	1498917.92	257
258	Point ZM	23/02/2017	10:39:44am	PosnPnt	575.538	5234637.126	1498918.532	258
259	Point ZM	23/02/2017	10:39:45am	PosnPnt	575.498	5234635.966	1498918.964	259
260	Point ZM	23/02/2017	10:39:46am	PosnPnt	575.588	5234634.773	1498919.43	260
261	Point ZM	23/02/2017	10:39:47am	PosnPnt	575.578	5234633.714	1498919.918	261
262	Point ZM	23/02/2017	10:39:48am	PosnPnt	575.578	5234632.676	1498920.366	262
263	Point ZM	23/02/2017	10:39:49am	PosnPnt	575.538	5234631.826	1498920.696	263
264	Point ZM	23/02/2017	10:39:50am	PosnPnt	575.668	5234630.866	1498921.101	264
265	Point ZM	23/02/2017	10:39:51am	PosnPnt	575.718	5234629.74	1498921.558	265
266	Point ZM	23/02/2017	10:39:52am	PosnPnt	575.748	5234628.634	1498921.933	266
267	Point ZM	23/02/2017	10:39:53am	PosnPnt	575.918	5234627.519	1498922.381	267
268	Point ZM	23/02/2017	10:39:54am	PosnPnt	575.978	5234626.461	1498922.91	268
269	Point ZM	23/02/2017	10:39:55am	PosnPnt	576.068	5234625.492	1498923.487	269
270	Point ZM	23/02/2017	10:39:56am	PosnPnt	576.158	5234624.51	1498923.933	270
271	Point ZM	23/02/2017	10:39:57am	PosnPnt	576.248	5234623.505	1498924.323	271
272	Point ZM	23/02/2017	10:39:58am	PosnPnt	576.398	5234622.489	1498924.753	272
273	Point ZM	23/02/2017	10:39:59am	PosnPnt	576.468	5234621.539	1498925.126	273
274	Point ZM	23/02/2017	10:40:00am	PosnPnt	576.578	5234620.49	1498925.516	274
275	Point ZM	23/02/2017	10:40:01am	PosnPnt	576.618	5234619.429	1498925.85	275
276	Point ZM	23/02/2017	10:40:02am	PosnPnt	576.638	5234618.4	1498926.166	276
277	Point ZM	23/02/2017	10:40:03am	PosnPnt	576.708	5234617.363	1498926.638	277
278	Point ZM	23/02/2017	10:40:04am	PosnPnt	576.788	5234616.381	1498927.109	278
279	Point ZM	23/02/2017	10:40:05am	PosnPnt	576.788	5234615.342	1498927.45	279
280	Point ZM	23/02/2017	10:40:06am	PosnPnt	576.828	5234614.194	1498927.923	280
281	Point ZM	23/02/2017	10:40:07am	PosnPnt	576.778	5234613.035	1498928.413	281
282	Point ZM	23/02/2017	10:40:08am	PosnPnt	576.758	5234611.763	1498928.782	282
283	Point ZM	23/02/2017	10:40:09am	PosnPnt	576.658	5234610.48	1498929.127	283
284	Point ZM	23/02/2017	10:40:10am	PosnPnt	576.628	5234609.164	1498929.521	284
285	Point ZM	23/02/2017	10:40:11am	PosnPnt	576.558	5234607.882	1498929.972	285
286	Point ZM	23/02/2017	10:40:12am	PosnPnt	576.468	5234606.691	1498930.527	286
287	Point ZM	23/02/2017	10:40:13am	PosnPnt	576.368	5234605.644	1498931.081	287
288	Point ZM	23/02/2017	10:40:14am	PosnPnt	576.298	5234604.607	1498931.593	288
289	Point ZM	23/02/2017	10:40:15am	PosnPnt	576.138	5234603.659	1498932.096	289
290	Point ZM	23/02/2017	10:40:16am	PosnPnt	576.078	5234602.6	1498932.552	290
291	Point ZM	23/02/2017	10:40:17am	PosnPnt	576.078	5234601.417	1498932.936	291
292	Point ZM	23/02/2017	10:40:18am	PosnPnt	575.858	5234600.588	1498933.184	292
293	Point ZM	23/02/2017	10:40:19am	PosnPnt	575.588	5234599.898	1498933.129	293
294	Point ZM	23/02/2017	10:40:20am	PosnPnt	575.118	5234599.783	1498932.87	294
295	Point ZM	23/02/2017	10:40:21am	PosnPnt	574.778	5234600.174	1498932.979	295
296	Point ZM	23/02/2017	10:40:22am	PosnPnt	574.398	5234600.599	1498933.233	296
